# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,59023028,0.6392,0.7358,0.2578,-4.88,-1.16,-5.12
1,59028334,0.6411,0.7339,0.2549,-6.22,-1.22,-5.18
2,59032983,0.6416,0.7358,0.2549,-7.50,-1.46,-5.18
3,59037980,0.6514,0.7358,0.2563,-8.84,-1.71,-5.43
4,59042981,0.6528,0.7393,0.2539,-10.30,-2.01,-5.61
5,59047984,0.6562,0.7378,0.2529,-11.71,-2.32,-5.73
6,59052981,0.6553,0.7378,0.2495,-13.11,-2.68,-5.91
7,59057982,0.6602,0.7393,0.2559,-14.39,-3.05,-6.22
8,59062982,0.6646,0.7407,0.2573,-15.67,-3.41,-6.22
9,59067980,0.6616,0.7402,0.2490,-16.65,-3.84,-6.52
10,59072982,0.6665,0.7437,0.2500,-17.56,-4.15,-6.77
11,59077982,0.6748,0.7417,0.2505,-18.29,-4.82,-7.01
12,59082984,0.6802,0.7456,0.2480,-18.78,-5.24,-7.26
13,59087981,0.6821,0.7446,0.2388,-19.15,-5.85,-7.50
14,59092981,0.6855,0.7485,0.2422,-19.33,-6.28,-7.87
15,59097982,0.6904,0.7549,0.2407,-19.15,-6.89,-8.11
16,59102982,0.6909,0.7539,0.2490,-18.72,-7.44,-8.35
17,59108007,0.6919,0.7549,0.2422,-18.11,-7.99,-8.78
18,59112982,0.6943,0.7568,0.2422,-17.26,-8.35,-9.02
19,59118004,0.6943,0.7603,0.2397,-16.10,-8.90,-9.33
20,59122982,0.6943,0.7598,0.2368,-14.82,-9.39,-9.45
21,59127980,0.6934,0.7651,0.2388,-13.17,-9.82,-9.88
22,59132982,0.6924,0.7661,0.2437,-11.59,-10.30,-10.12
23,59137982,0.6919,0.7627,0.2412,-9.94,-10.67,-10.24
24,59142981,0.6895,0.7603,0.2427,-7.99,-11.04,-10.49
25,59147980,0.6904,0.7617,0.2363,-6.28,-11.52,-10.43
26,59152982,0.6924,0.7622,0.2334,-4.45,-11.71,-10.67
27,59157982,0.6870,0.7627,0.2300,-2.62,-12.20,-10.85
28,59162982,0.6895,0.7612,0.2314,-0.91,-12.50,-10.79
29,59167980,0.6870,0.7607,0.2314,0.67,-12.80,-10.73
30,59172982,0.6875,0.7642,0.2241,2.13,-13.17,-10.67
31,59177982,0.6860,0.7612,0.2222,3.54,-13.48,-10.61
32,59182982,0.6870,0.7642,0.2188,4.70,-13.78,-10.37
33,59187982,0.6846,0.7681,0.2139,5.85,-14.21,-10.24
34,59192984,0.6812,0.7681,0.2173,6.83,-14.51,-10.06
35,59197984,0.6807,0.7720,0.2095,7.80,-14.76,-9.88
36,59202982,0.6787,0.7729,0.2080,8.60,-15.18,-9.82
