# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,79301623,-0.6323,0.4517,0.7754,0.55,-0.49,3.35
1,79306622,-0.6367,0.4463,0.7754,0.98,-0.85,3.35
2,79311622,-0.6372,0.4468,0.7710,1.40,-1.10,3.35
3,79317022,-0.6357,0.4443,0.7715,1.83,-1.34,3.48
4,79321623,-0.6338,0.4473,0.7739,2.13,-1.65,3.41
5,79326621,-0.6348,0.4463,0.7739,2.56,-2.01,3.48
6,79331622,-0.6338,0.4458,0.7700,2.99,-2.32,3.54
7,79336997,-0.6377,0.4487,0.7700,3.41,-2.68,3.54
8,79341622,-0.6382,0.4463,0.7656,3.84,-2.99,3.60
9,79346622,-0.6382,0.4482,0.7651,4.15,-3.23,3.54
10,79351621,-0.6401,0.4492,0.7656,4.39,-3.54,3.48
11,79357027,-0.6406,0.4473,0.7642,4.88,-3.96,3.41
12,79361622,-0.6450,0.4526,0.7637,5.12,-4.21,3.48
13,79366622,-0.6460,0.4517,0.7656,5.49,-4.51,3.35
14,79372069,-0.6479,0.4541,0.7676,5.79,-5.00,3.23
15,79376622,-0.6484,0.4565,0.7637,6.04,-5.24,3.17
16,79381622,-0.6519,0.4536,0.7549,6.34,-5.49,3.05
17,79387040,-0.6519,0.4531,0.7593,6.71,-5.85,3.05
18,79391622,-0.6582,0.4565,0.7520,6.95,-6.28,2.87
19,79396622,-0.6553,0.4561,0.7573,7.20,-6.52,2.74
20,79401623,-0.6572,0.4619,0.7534,7.50,-6.89,2.62
21,79406621,-0.6577,0.4590,0.7490,7.56,-7.13,2.56
22,79411624,-0.6523,0.4604,0.7573,7.80,-7.44,2.32
23,79416622,-0.6479,0.4556,0.7534,7.87,-7.62,2.20
24,79421622,-0.6450,0.4580,0.7495,8.11,-7.68,2.07
25,79426621,-0.6416,0.4619,0.7539,8.29,-7.80,1.89
26,79431891,-0.6401,0.4590,0.7515,8.84,-7.87,1.83
