# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,40206977,0.7324,-0.1250,-0.5410,13.05,-4.76,13.90
1,40211979,0.7339,-0.1562,-0.5439,9.94,-3.60,14.51
2,40216978,0.7368,-0.1880,-0.5469,6.89,-2.56,14.57
3,40221979,0.7373,-0.2144,-0.5444,4.51,-1.40,14.45
4,40226976,0.7339,-0.2378,-0.5435,2.68,-0.24,13.96
5,40231975,0.7368,-0.2515,-0.5435,1.22,0.91,13.35
6,40237684,0.7368,-0.2588,-0.5444,0.37,2.07,12.56
7,40241979,0.7461,-0.2651,-0.5464,0.30,2.74,12.20
8,40246976,0.7544,-0.2651,-0.5420,0.79,3.78,11.59
9,40251979,0.7651,-0.2642,-0.5405,1.71,4.57,10.91
10,40256977,0.7739,-0.2627,-0.5415,3.05,5.24,10.37
11,40261977,0.7812,-0.2705,-0.5366,4.57,6.10,9.88
12,40266977,0.7886,-0.2773,-0.5361,6.16,6.59,9.45
13,40271977,0.8013,-0.2739,-0.5317,7.93,7.26,9.02
14,40276977,0.8086,-0.2725,-0.5273,9.57,7.62,8.60
15,40281977,0.8120,-0.2764,-0.5215,11.22,7.93,8.23
16,40286977,0.8208,-0.2754,-0.5151,12.56,8.29,7.93
17,40291977,0.8291,-0.2764,-0.5088,13.48,8.48,7.68
18,40296979,0.8330,-0.2832,-0.5088,14.02,8.54,7.50
19,40301977,0.8364,-0.2778,-0.4980,14.02,8.54,7.32
20,40307454,0.8423,-0.2798,-0.4976,13.54,8.72,7.01
21,40311977,0.8398,-0.2817,-0.4893,12.68,8.66,6.77
22,40316977,0.8379,-0.2827,-0.4775,11.52,8.72,6.46
23,40321977,0.8398,-0.2866,-0.4805,10.00,8.72,6.22
24,40327463,0.8364,-0.2837,-0.4712,8.54,8.78,5.91
25,40331977,0.8398,-0.2852,-0.4697,6.89,8.72,5.67
26,40336977,0.8364,-0.2886,-0.4570,5.55,8.72,5.37
27,40342179,0.8335,-0.2866,-0.4590,3.96,8.66,5.06
28,40347436,0.8325,-0.2871,-0.4517,2.68,8.66,4.82
29,40351977,0.8271,-0.2910,-0.4473,1.59,8.72,4.21
30,40356976,0.8228,-0.2910,-0.4390,0.55,8.66,4.09
31,40361977,0.8213,-0.2891,-0.4385,-0.43,8.66,3.66
32,40366979,0.8208,-0.2905,-0.4355,-1.04,8.54,3.17
33,40371977,0.8198,-0.2949,-0.4253,-1.52,8.60,2.80
34,40376977,0.8164,-0.2910,-0.4209,-1.77,8.60,2.32
35,40381977,0.8174,-0.2891,-0.4097,-1.95,8.60,1.95
36,40386977,0.8125,-0.2920,-0.4097,-1.83,8.72,1.46
37,40391977,0.8135,-0.2900,-0.4048,-1.40,8.72,0.98
38,40396979,0.8154,-0.2930,-0.3999,-0.91,8.60,0.49
39,40401977,0.8169,-0.2944,-0.3999,-0.37,8.41,0.06
40,40406976,0.8149,-0.2954,-0.3950,0.24,8.41,-0.37
41,40411977,0.8145,-0.2905,-0.3970,0.85,8.23,-0.79
42,40416976,0.8140,-0.2920,-0.3945,1.40,8.23,-1.40
43,40421977,0.8130,-0.2983,-0.3936,1.89,8.11,-1.83
44,40426977,0.8149,-0.2939,-0.3887,2.20,7.93,-2.26
45,40431977,0.8071,-0.3003,-0.3896,2.13,7.68,-2.68
46,40436977,0.8081,-0.2993,-0.3818,2.13,7.56,-3.17
47,40441977,0.8042,-0.2993,-0.3799,1.95,7.56,-3.54
48,40446976,0.7998,-0.2969,-0.3823,1.71,7.50,-3.96
49,40451977,0.7993,-0.2998,-0.3818,1.40,7.44,-4.45
50,40456975,0.7954,-0.2993,-0.3784,1.28,7.38,-4.82
