# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,93152657,-0.9404,-0.0928,-0.2134,-20.61,-0.37,-11.89
1,93157663,-0.9404,-0.0928,-0.2065,-18.35,-0.18,-11.59
2,93162658,-0.9346,-0.0903,-0.2056,-17.07,0.12,-11.40
3,93167869,-0.9385,-0.0903,-0.2080,-14.82,0.37,-11.16
4,93172658,-0.9395,-0.0850,-0.2065,-13.48,0.73,-10.98
5,93177659,-0.9390,-0.0889,-0.2104,-11.59,0.98,-10.79
6,93182658,-0.9375,-0.0894,-0.2090,-9.76,1.22,-10.55
7,93187658,-0.9385,-0.0869,-0.2100,-7.99,1.46,-10.30
8,93192658,-0.9370,-0.0869,-0.2080,-6.04,1.77,-10.12
9,93197662,-0.9355,-0.0850,-0.2061,-4.33,1.95,-9.94
10,93203015,-0.9326,-0.0820,-0.2051,-2.32,2.20,-9.63
11,93207658,-0.9268,-0.0840,-0.2021,-0.91,2.32,-9.45
12,93212657,-0.9282,-0.0835,-0.2012,0.55,2.50,-9.33
13,93217658,-0.9287,-0.0791,-0.1992,2.13,2.68,-9.15
14,93222656,-0.9268,-0.0801,-0.2075,3.54,2.87,-9.02
15,93227657,-0.9307,-0.0820,-0.2075,4.82,3.05,-8.84
16,93232658,-0.9287,-0.0820,-0.2080,6.04,3.35,-8.72
17,93237657,-0.9312,-0.0771,-0.2007,7.13,3.41,-8.60
18,93242658,-0.9268,-0.0732,-0.1973,8.23,3.54,-8.41
19,93247658,-0.9272,-0.0767,-0.2002,9.15,3.90,-8.23
20,93252658,-0.9302,-0.0757,-0.1973,9.82,3.96,-8.11
21,93257656,-0.9297,-0.0737,-0.2080,10.49,3.96,-8.05
22,93262658,-0.9351,-0.0728,-0.2026,11.10,4.27,-8.11
23,93267658,-0.9331,-0.0747,-0.1992,11.59,4.51,-7.99
24,93272658,-0.9341,-0.0732,-0.2021,11.89,4.82,-7.74
25,93277658,-0.9346,-0.0718,-0.1963,12.20,4.94,-7.80
26,93282658,-0.9326,-0.0713,-0.2002,12.50,5.24,-7.74
27,93287659,-0.9360,-0.0674,-0.1938,12.56,5.37,-7.62
28,93292656,-0.9351,-0.0737,-0.1987,12.62,5.43,-7.56
29,93297658,-0.9390,-0.0679,-0.1938,12.56,5.79,-7.44
30,93302657,-0.9370,-0.0737,-0.1997,12.32,5.98,-7.26
31,93307658,-0.9375,-0.0757,-0.1953,12.13,6.04,-7.20
32,93313044,-0.9365,-0.0732,-0.1948,11.89,6.22,-6.89
33,93317658,-0.9355,-0.0762,-0.1895,11.46,6.46,-6.77
34,93322658,-0.9360,-0.0737,-0.1997,11.04,6.52,-6.46
35,93327874,-0.9341,-0.0698,-0.1943,10.43,6.71,-6.22
36,93332760,-0.9375,-0.0762,-0.1997,10.00,6.71,-6.04
37,93337658,-0.9336,-0.0776,-0.1948,9.33,6.71,-5.79
38,93342657,-0.9365,-0.0737,-0.1987,8.78,6.95,-5.55
39,93347720,-0.9316,-0.0747,-0.1968,8.35,6.95,-5.24
40,93352657,-0.9331,-0.0713,-0.1958,7.80,6.89,-4.88
41,93357658,-0.9277,-0.0732,-0.1948,7.26,7.07,-4.70
42,93362658,-0.9277,-0.0728,-0.1875,6.77,6.95,-4.27
43,93367917,-0.9238,-0.0723,-0.1948,6.16,6.95,-3.96
44,93372658,-0.9268,-0.0698,-0.1919,5.79,7.07,-3.66
45,93377884,-0.9297,-0.0757,-0.1865,5.37,6.89,-3.35
46,93382659,-0.9224,-0.0742,-0.1885,5.00,6.95,-3.05
47,93387660,-0.9229,-0.0728,-0.1870,4.51,6.95,-2.62
48,93392658,-0.9248,-0.0732,-0.1914,4.09,6.77,-2.38
49,93397658,-0.9204,-0.0713,-0.1890,3.78,6.77,-2.01
50,93402658,-0.9185,-0.0786,-0.1855,3.29,6.52,-1.59
51,93407658,-0.9219,-0.0776,-0.1851,2.87,6.46,-1.16
52,93412659,-0.9233,-0.0806,-0.1895,2.44,6.40,-0.73
53,93417657,-0.9214,-0.0796,-0.1865,2.01,6.40,-0.43
54,93422660,-0.9272,-0.0776,-0.1851,1.77,6.28,-0.06
55,93427658,-0.9224,-0.0811,-0.1899,1.40,6.10,0.43
56,93432782,-0.9258,-0.0820,-0.1890,1.04,6.10,0.73
57,93437658,-0.9287,-0.0811,-0.1875,0.79,5.98,1.04
58,93442658,-0.9302,-0.0840,-0.1821,0.37,5.91,1.46
59,93447658,-0.9321,-0.0815,-0.1855,0.12,5.79,1.77
60,93452658,-0.9292,-0.0820,-0.1772,-0.24,5.67,2.07
61,93457658,-0.9336,-0.0796,-0.1816,-0.37,5.61,2.38
62,93462658,-0.9307,-0.0830,-0.1782,-0.61,5.49,2.68
63,93467658,-0.9302,-0.0840,-0.1831,-0.91,5.37,2.99
64,93472933,-0.9258,-0.0820,-0.1831,-1.04,5.24,3.29
65,93477658,-0.9277,-0.0815,-0.1807,-1.22,5.24,3.60
66,93482658,-0.9233,-0.0830,-0.1763,-1.28,5.00,3.78
