# skilleye imu stream v1
# device=xiao_esp32c6 imu=mpu6050 addr=0x68
# rate_hz=200 accel_range_g=16 gyro_range_dps=2000 dlpf_hz=94
# units: accel in g, gyro in deg/s, t_us in microseconds since boot (monotonic)
# no shared clock with the camera -- tap the racket once before each take
# so both recordings share a spike to align on
seq,t_us,ax,ay,az,gx,gy,gz
0,398096982,-0.5811,-0.6763,-0.3076,-5.06,-8.90,-14.33
1,398101984,-0.5806,-0.6763,-0.3052,-5.30,-9.21,-14.82
2,398106982,-0.5796,-0.6763,-0.3018,-5.49,-9.76,-15.18
3,398111987,-0.5786,-0.6792,-0.2959,-5.55,-10.00,-15.79
4,398116984,-0.5801,-0.6821,-0.2998,-5.43,-10.43,-16.22
5,398121985,-0.5791,-0.6787,-0.2998,-5.06,-10.85,-16.83
6,398126984,-0.5815,-0.6885,-0.2988,-4.51,-11.22,-17.50
7,398131984,-0.5718,-0.6919,-0.2988,-3.78,-11.52,-18.11
8,398136984,-0.5757,-0.6953,-0.3042,-2.80,-11.77,-18.72
9,398141984,-0.5728,-0.7041,-0.3022,-1.77,-12.13,-19.33
10,398146984,-0.5801,-0.7090,-0.3042,-0.79,-12.26,-20.00
11,398151984,-0.5811,-0.7222,-0.3140,0.24,-12.62,-20.61
12,398156984,-0.5830,-0.7290,-0.3169,1.22,-12.93,-21.22
13,398161984,-0.5737,-0.7397,-0.3193,1.71,-12.93,-21.65
14,398166984,-0.5737,-0.7485,-0.3267,2.32,-13.11,-22.26
15,398171984,-0.5703,-0.7520,-0.3232,2.74,-13.11,-22.87
16,398176983,-0.5737,-0.7554,-0.3369,2.99,-13.11,-23.41
17,398181986,-0.5718,-0.7656,-0.3394,3.48,-13.11,-23.96
18,398186983,-0.5610,-0.7661,-0.3535,3.96,-13.05,-24.63
19,398191983,-0.5586,-0.7725,-0.3540,4.27,-12.99,-25.30
20,398197452,-0.5625,-0.7812,-0.3594,4.76,-12.74,-26.22
21,398201984,-0.5654,-0.7832,-0.3672,5.00,-12.50,-26.89
22,398206984,-0.5693,-0.7842,-0.3721,5.24,-12.32,-27.62
23,398211983,-0.5674,-0.7896,-0.3818,5.49,-12.07,-28.48
24,398217332,-0.5645,-0.7920,-0.3789,5.55,-11.71,-29.51
25,398221984,-0.5684,-0.7959,-0.3867,5.30,-11.34,-30.30
26,398226984,-0.5742,-0.8022,-0.3950,4.82,-10.67,-31.34
27,398231984,-0.5742,-0.8062,-0.4028,4.21,-10.06,-32.26
28,398236984,-0.5688,-0.8110,-0.4023,3.41,-9.39,-33.29
